,country,date,count
2566,Angola,2020-02-05,0.0
2567,Antigua and Barbuda,2020-02-05,0.0
2568,Argentina,2020-02-05,0.0
2569,Armenia,2020-02-05,0.0
2570,Australia,2020-02-05,13.0
2571,Austria,2020-02-05,0.0
2572,Azerbaijan,2020-02-05,0.0
2573,"Bahamas, The",2020-02-05,0.0
2574,Bahrain,2020-02-05,0.0
2575,Bangladesh,2020-02-05,0.0
2576,Barbados,2020-02-05,0.0
2577,Belarus,2020-02-05,0.0
2578,Belgium,2020-02-05,1.0
2579,Benin,2020-02-05,0.0
2580,Bhutan,2020-02-05,0.0
2581,Bolivia,2020-02-05,0.0
2582,Bosnia and Herzegovina,2020-02-05,0.0
2583,Brazil,2020-02-05,0.0
2584,Brunei,2020-02-05,0.0
2585,Bulgaria,2020-02-05,0.0
2586,Burkina Faso,2020-02-05,0.0
2587,Cabo Verde,2020-02-05,0.0
2588,Cambodia,2020-02-05,1.0
2589,Cameroon,2020-02-05,0.0
2590,Canada,2020-02-05,5.0
2591,Cape Verde,2020-02-05,0.0
2592,Central African Republic,2020-02-05,0.0
2593,Chad,2020-02-05,0.0
2594,Chile,2020-02-05,0.0
2595,China,2020-02-05,27440.0
2596,Colombia,2020-02-05,0.0
2597,Congo (Brazzaville),2020-02-05,0.0
2598,Congo (Kinshasa),2020-02-05,0.0
2599,Costa Rica,2020-02-05,0.0
2600,Cote d'Ivoire,2020-02-05,0.0
2601,Croatia,2020-02-05,0.0
2602,Cruise Ship,2020-02-05,0.0
2603,Cuba,2020-02-05,0.0
2604,Cyprus,2020-02-05,0.0
2605,Czechia,2020-02-05,0.0
2606,Denmark,2020-02-05,0.0
2607,Djibouti,2020-02-05,0.0
2608,Dominica,2020-02-05,0.0
2609,Dominican Republic,2020-02-05,0.0
2610,East Timor,2020-02-05,0.0
2611,Ecuador,2020-02-05,0.0
2612,Egypt,2020-02-05,0.0
2613,El Salvador,2020-02-05,0.0
2614,Equatorial Guinea,2020-02-05,0.0
2615,Eritrea,2020-02-05,0.0
2616,Estonia,2020-02-05,0.0
2617,Eswatini,2020-02-05,0.0
2618,Ethiopia,2020-02-05,0.0
2619,Fiji,2020-02-05,0.0
2620,Finland,2020-02-05,1.0
2621,France,2020-02-05,6.0
2622,French Guiana,2020-02-05,0.0
2623,Gabon,2020-02-05,0.0
2624,"Gambia, The",2020-02-05,0.0
2625,Georgia,2020-02-05,0.0
2626,Germany,2020-02-05,12.0
2627,Ghana,2020-02-05,0.0
2628,Greece,2020-02-05,0.0
2629,Greenland,2020-02-05,0.0
2630,Grenada,2020-02-05,0.0
2631,Guadeloupe,2020-02-05,0.0
2632,Guam,2020-02-05,0.0
2633,Guatemala,2020-02-05,0.0
2634,Guernsey,2020-02-05,0.0
2635,Guinea,2020-02-05,0.0
2636,Guyana,2020-02-05,0.0
2637,Haiti,2020-02-05,0.0
2638,Holy See,2020-02-05,0.0
2639,Honduras,2020-02-05,0.0
2640,Hungary,2020-02-05,0.0
2641,Iceland,2020-02-05,0.0
2642,India,2020-02-05,3.0
2643,Indonesia,2020-02-05,0.0
2644,Iran,2020-02-05,0.0
2645,Iraq,2020-02-05,0.0
2646,Ireland,2020-02-05,0.0
2647,Israel,2020-02-05,0.0
2648,Italy,2020-02-05,2.0
2649,Jamaica,2020-02-05,0.0
2650,Japan,2020-02-05,22.0
2651,Jersey,2020-02-05,0.0
2652,Jordan,2020-02-05,0.0
2653,Kazakhstan,2020-02-05,0.0
2654,Kenya,2020-02-05,0.0
2655,"Korea, South",2020-02-05,19.0
2656,Kosovo,2020-02-05,0.0
2657,Kuwait,2020-02-05,0.0
2658,Kyrgyzstan,2020-02-05,0.0
2659,Latvia,2020-02-05,0.0
2660,Lebanon,2020-02-05,0.0
2661,Liberia,2020-02-05,0.0
2662,Liechtenstein,2020-02-05,0.0
2663,Lithuania,2020-02-05,0.0
2664,Luxembourg,2020-02-05,0.0
2665,Madagascar,2020-02-05,0.0
2666,Malaysia,2020-02-05,12.0
2667,Maldives,2020-02-05,0.0
2668,Malta,2020-02-05,0.0
2669,Martinique,2020-02-05,0.0
2670,Mauritania,2020-02-05,0.0
2671,Mauritius,2020-02-05,0.0
2672,Mayotte,2020-02-05,0.0
2673,Mexico,2020-02-05,0.0
2674,Moldova,2020-02-05,0.0
2675,Monaco,2020-02-05,0.0
2676,Mongolia,2020-02-05,0.0
2677,Montenegro,2020-02-05,0.0
2678,Morocco,2020-02-05,0.0
2679,Mozambique,2020-02-05,0.0
2680,Namibia,2020-02-05,0.0
2681,Nepal,2020-02-05,1.0
2682,Netherlands,2020-02-05,0.0
2683,New Zealand,2020-02-05,0.0
2684,Nicaragua,2020-02-05,0.0
2685,Niger,2020-02-05,0.0
2686,Nigeria,2020-02-05,0.0
2687,North Macedonia,2020-02-05,0.0
2688,Norway,2020-02-05,0.0
2689,Oman,2020-02-05,0.0
2690,Pakistan,2020-02-05,0.0
2691,Panama,2020-02-05,0.0
2692,Papua New Guinea,2020-02-05,0.0
2693,Paraguay,2020-02-05,0.0
2694,Peru,2020-02-05,0.0
2695,Philippines,2020-02-05,2.0
2696,Poland,2020-02-05,0.0
2697,Portugal,2020-02-05,0.0
2698,Puerto Rico,2020-02-05,0.0
2699,Qatar,2020-02-05,0.0
2700,Republic of the Congo,2020-02-05,0.0
2701,Reunion,2020-02-05,0.0
2702,Romania,2020-02-05,0.0
2703,Russia,2020-02-05,2.0
2704,Rwanda,2020-02-05,0.0
2705,Saint Lucia,2020-02-05,0.0
2706,Saint Vincent and the Grenadines,2020-02-05,0.0
2707,San Marino,2020-02-05,0.0
2708,Saudi Arabia,2020-02-05,0.0
2709,Senegal,2020-02-05,0.0
2710,Serbia,2020-02-05,0.0
2711,Seychelles,2020-02-05,0.0
2712,Singapore,2020-02-05,28.0
2713,Slovakia,2020-02-05,0.0
2714,Slovenia,2020-02-05,0.0
2715,Somalia,2020-02-05,0.0
2716,South Africa,2020-02-05,0.0
2717,Spain,2020-02-05,1.0
2718,Sri Lanka,2020-02-05,1.0
2719,Sudan,2020-02-05,0.0
2720,Suriname,2020-02-05,0.0
2721,Sweden,2020-02-05,1.0
2722,Switzerland,2020-02-05,0.0
2723,Syria,2020-02-05,0.0
2724,Taiwan*,2020-02-05,11.0
2725,Tanzania,2020-02-05,0.0
2726,Thailand,2020-02-05,25.0
2727,The Bahamas,2020-02-05,0.0
2728,The Gambia,2020-02-05,0.0
2729,Timor-Leste,2020-02-05,0.0
2730,Togo,2020-02-05,0.0
2731,Trinidad and Tobago,2020-02-05,0.0
2732,Tunisia,2020-02-05,0.0
2733,Turkey,2020-02-05,0.0
2734,US,2020-02-05,11.0
2735,Uganda,2020-02-05,0.0
2736,Ukraine,2020-02-05,0.0
2737,United Arab Emirates,2020-02-05,5.0
2738,United Kingdom,2020-02-05,2.0
2739,Uruguay,2020-02-05,0.0
2740,Uzbekistan,2020-02-05,0.0
2741,Venezuela,2020-02-05,0.0
2742,Vietnam,2020-02-05,8.0
2743,Zambia,2020-02-05,0.0
2744,Zimbabwe,2020-02-05,0.0
2745,Afghanistan,2020-02-06,0.0
2746,Albania,2020-02-06,0.0
2747,Algeria,2020-02-06,0.0
2748,Andorra,2020-02-06,0.0
2749,Angola,2020-02-06,0.0
2750,Antigua and Barbuda,2020-02-06,0.0
2751,Argentina,2020-02-06,0.0
2752,Armenia,2020-02-06,0.0
2753,Australia,2020-02-06,14.0
2754,Austria,2020-02-06,0.0
2755,Azerbaijan,2020-02-06,0.0
2756,"Bahamas, The",2020-02-06,0.0
2757,Bahrain,2020-02-06,0.0
2758,Bangladesh,2020-02-06,0.0
2759,Barbados,2020-02-06,0.0
2760,Belarus,2020-02-06,0.0
2761,Belgium,2020-02-06,1.0
2762,Benin,2020-02-06,0.0
2763,Bhutan,2020-02-06,0.0
2764,Bolivia,2020-02-06,0.0
2765,Bosnia and Herzegovina,2020-02-06,0.0
2766,Brazil,2020-02-06,0.0
2767,Brunei,2020-02-06,0.0
2768,Bulgaria,2020-02-06,0.0
2769,Burkina Faso,2020-02-06,0.0
2770,Cabo Verde,2020-02-06,0.0
2771,Cambodia,2020-02-06,1.0
2772,Cameroon,2020-02-06,0.0
2773,Canada,2020-02-06,5.0
2774,Cape Verde,2020-02-06,0.0
2775,Central African Republic,2020-02-06,0.0
2776,Chad,2020-02-06,0.0
2777,Chile,2020-02-06,0.0
2778,China,2020-02-06,30587.0
2779,Colombia,2020-02-06,0.0
2780,Congo (Brazzaville),2020-02-06,0.0
2781,Congo (Kinshasa),2020-02-06,0.0
2782,Costa Rica,2020-02-06,0.0
2783,Cote d'Ivoire,2020-02-06,0.0
2784,Croatia,2020-02-06,0.0
2785,Cruise Ship,2020-02-06,0.0
2786,Cuba,2020-02-06,0.0
2787,Cyprus,2020-02-06,0.0
2788,Czechia,2020-02-06,0.0
2789,Denmark,2020-02-06,0.0
2790,Djibouti,2020-02-06,0.0
2791,Dominica,2020-02-06,0.0
2792,Dominican Republic,2020-02-06,0.0
2793,East Timor,2020-02-06,0.0
2794,Ecuador,2020-02-06,0.0
2795,Egypt,2020-02-06,0.0
2796,El Salvador,2020-02-06,0.0
2797,Equatorial Guinea,2020-02-06,0.0
2798,Eritrea,2020-02-06,0.0
2799,Estonia,2020-02-06,0.0
2800,Eswatini,2020-02-06,0.0
2801,Ethiopia,2020-02-06,0.0
2802,Fiji,2020-02-06,0.0
2803,Finland,2020-02-06,1.0
2804,France,2020-02-06,6.0
2805,French Guiana,2020-02-06,0.0
2806,Gabon,2020-02-06,0.0
2807,"Gambia, The",2020-02-06,0.0
2808,Georgia,2020-02-06,0.0
2809,Germany,2020-02-06,12.0
2810,Ghana,2020-02-06,0.0
2811,Greece,2020-02-06,0.0
2812,Greenland,2020-02-06,0.0
2813,Grenada,2020-02-06,0.0
2814,Guadeloupe,2020-02-06,0.0
2815,Guam,2020-02-06,0.0
2816,Guatemala,2020-02-06,0.0
2817,Guernsey,2020-02-06,0.0
2818,Guinea,2020-02-06,0.0
2819,Guyana,2020-02-06,0.0
2820,Haiti,2020-02-06,0.0
2821,Holy See,2020-02-06,0.0
2822,Honduras,2020-02-06,0.0
2823,Hungary,2020-02-06,0.0
2824,Iceland,2020-02-06,0.0
2825,India,2020-02-06,3.0
2826,Indonesia,2020-02-06,0.0
2827,Iran,2020-02-06,0.0
2828,Iraq,2020-02-06,0.0
2829,Ireland,2020-02-06,0.0
2830,Israel,2020-02-06,0.0
2831,Italy,2020-02-06,2.0
2832,Jamaica,2020-02-06,0.0
2833,Japan,2020-02-06,45.0
2834,Jersey,2020-02-06,0.0
2835,Jordan,2020-02-06,0.0
2836,Kazakhstan,2020-02-06,0.0
2837,Kenya,2020-02-06,0.0
2838,"Korea, South",2020-02-06,23.0
2839,Kosovo,2020-02-06,0.0
2840,Kuwait,2020-02-06,0.0
2841,Kyrgyzstan,2020-02-06,0.0
2842,Latvia,2020-02-06,0.0
2843,Lebanon,2020-02-06,0.0
2844,Liberia,2020-02-06,0.0
2845,Liechtenstein,2020-02-06,0.0
2846,Lithuania,2020-02-06,0.0
2847,Luxembourg,2020-02-06,0.0
2848,Madagascar,2020-02-06,0.0
2849,Malaysia,2020-02-06,12.0
2850,Maldives,2020-02-06,0.0
2851,Malta,2020-02-06,0.0
2852,Martinique,2020-02-06,0.0
2853,Mauritania,2020-02-06,0.0
2854,Mauritius,2020-02-06,0.0
2855,Mayotte,2020-02-06,0.0
2856,Mexico,2020-02-06,0.0
2857,Moldova,2020-02-06,0.0
2858,Monaco,2020-02-06,0.0
2859,Mongolia,2020-02-06,0.0
2860,Montenegro,2020-02-06,0.0
2861,Morocco,2020-02-06,0.0
2862,Mozambique,2020-02-06,0.0
2863,Namibia,2020-02-06,0.0
2864,Nepal,2020-02-06,1.0
2865,Netherlands,2020-02-06,0.0
2866,New Zealand,2020-02-06,0.0
2867,Nicaragua,2020-02-06,0.0
2868,Niger,2020-02-06,0.0
2869,Nigeria,2020-02-06,0.0
2870,North Macedonia,2020-02-06,0.0
2871,Norway,2020-02-06,0.0
2872,Oman,2020-02-06,0.0
2873,Pakistan,2020-02-06,0.0
2874,Panama,2020-02-06,0.0
2875,Papua New Guinea,2020-02-06,0.0
2876,Paraguay,2020-02-06,0.0
2877,Peru,2020-02-06,0.0
2878,Philippines,2020-02-06,2.0
2879,Poland,2020-02-06,0.0
2880,Portugal,2020-02-06,0.0
2881,Puerto Rico,2020-02-06,0.0
2882,Qatar,2020-02-06,0.0
2883,Republic of the Congo,2020-02-06,0.0
2884,Reunion,2020-02-06,0.0
2885,Romania,2020-02-06,0.0
2886,Russia,2020-02-06,2.0
2887,Rwanda,2020-02-06,0.0
2888,Saint Lucia,2020-02-06,0.0
2889,Saint Vincent and the Grenadines,2020-02-06,0.0
2890,San Marino,2020-02-06,0.0
2891,Saudi Arabia,2020-02-06,0.0
2892,Senegal,2020-02-06,0.0
2893,Serbia,2020-02-06,0.0
2894,Seychelles,2020-02-06,0.0
2895,Singapore,2020-02-06,28.0
2896,Slovakia,2020-02-06,0.0
2897,Slovenia,2020-02-06,0.0
2898,Somalia,2020-02-06,0.0
2899,South Africa,2020-02-06,0.0
2900,Spain,2020-02-06,1.0
2901,Sri Lanka,2020-02-06,1.0
2902,Sudan,2020-02-06,0.0
2903,Suriname,2020-02-06,0.0
2904,Sweden,2020-02-06,1.0
2905,Switzerland,2020-02-06,0.0
2906,Syria,2020-02-06,0.0
2907,Taiwan*,2020-02-06,16.0
2908,Tanzania,2020-02-06,0.0
2909,Thailand,2020-02-06,25.0
2910,The Bahamas,2020-02-06,0.0
2911,The Gambia,2020-02-06,0.0
2912,Timor-Leste,2020-02-06,0.0
2913,Togo,2020-02-06,0.0
2914,Trinidad and Tobago,2020-02-06,0.0
2915,Tunisia,2020-02-06,0.0
2916,Turkey,2020-02-06,0.0
2917,US,2020-02-06,11.0
2918,Uganda,2020-02-06,0.0
2919,Ukraine,2020-02-06,0.0
2920,United Arab Emirates,2020-02-06,5.0
2921,United Kingdom,2020-02-06,2.0
2922,Uruguay,2020-02-06,0.0
2923,Uzbekistan,2020-02-06,0.0
2924,Venezuela,2020-02-06,0.0
2925,Vietnam,2020-02-06,10.0
2926,Zambia,2020-02-06,0.0
2927,Zimbabwe,2020-02-06,0.0
2928,Afghanistan,2020-02-07,0.0
2929,Albania,2020-02-07,0.0
2930,Algeria,2020-02-07,0.0
2931,Andorra,2020-02-07,0.0
2932,Angola,2020-02-07,0.0
2933,Antigua and Barbuda,2020-02-07,0.0
2934,Argentina,2020-02-07,0.0
2935,Armenia,2020-02-07,0.0
2936,Australia,2020-02-07,15.0
2937,Austria,2020-02-07,0.0
2938,Azerbaijan,2020-02-07,0.0
2939,"Bahamas, The",2020-02-07,0.0
2940,Bahrain,2020-02-07,0.0
2941,Bangladesh,2020-02-07,0.0
2942,Barbados,2020-02-07,0.0
2943,Belarus,2020-02-07,0.0
2944,Belgium,2020-02-07,1.0
2945,Benin,2020-02-07,0.0
2946,Bhutan,2020-02-07,0.0
2947,Bolivia,2020-02-07,0.0
2948,Bosnia and Herzegovina,2020-02-07,0.0
2949,Brazil,2020-02-07,0.0
2950,Brunei,2020-02-07,0.0
2951,Bulgaria,2020-02-07,0.0
2952,Burkina Faso,2020-02-07,0.0
2953,Cabo Verde,2020-02-07,0.0
2954,Cambodia,2020-02-07,1.0
2955,Cameroon,2020-02-07,0.0
2956,Canada,2020-02-07,7.0
2957,Cape Verde,2020-02-07,0.0
2958,Central African Republic,2020-02-07,0.0
2959,Chad,2020-02-07,0.0
2960,Chile,2020-02-07,0.0
2961,China,2020-02-07,34110.0
2962,Colombia,2020-02-07,0.0
2963,Congo (Brazzaville),2020-02-07,0.0
2964,Congo (Kinshasa),2020-02-07,0.0
2965,Costa Rica,2020-02-07,0.0
2966,Cote d'Ivoire,2020-02-07,0.0
2967,Croatia,2020-02-07,0.0
2968,Cruise Ship,2020-02-07,61.0
2969,Cuba,2020-02-07,0.0
2970,Cyprus,2020-02-07,0.0
2971,Czechia,2020-02-07,0.0
2972,Denmark,2020-02-07,0.0
2973,Djibouti,2020-02-07,0.0
2974,Dominica,2020-02-07,0.0
2975,Dominican Republic,2020-02-07,0.0
2976,East Timor,2020-02-07,0.0
2977,Ecuador,2020-02-07,0.0
2978,Egypt,2020-02-07,0.0
2979,El Salvador,2020-02-07,0.0
2980,Equatorial Guinea,2020-02-07,0.0
2981,Eritrea,2020-02-07,0.0
2982,Estonia,2020-02-07,0.0
2983,Eswatini,2020-02-07,0.0
2984,Ethiopia,2020-02-07,0.0
2985,Fiji,2020-02-07,0.0
2986,Finland,2020-02-07,1.0
2987,France,2020-02-07,6.0
2988,French Guiana,2020-02-07,0.0
2989,Gabon,2020-02-07,0.0
2990,"Gambia, The",2020-02-07,0.0
2991,Georgia,2020-02-07,0.0
2992,Germany,2020-02-07,13.0
2993,Ghana,2020-02-07,0.0
2994,Greece,2020-02-07,0.0
2995,Greenland,2020-02-07,0.0
2996,Grenada,2020-02-07,0.0
2997,Guadeloupe,2020-02-07,0.0
2998,Guam,2020-02-07,0.0
2999,Guatemala,2020-02-07,0.0
3000,Guernsey,2020-02-07,0.0
3001,Guinea,2020-02-07,0.0
3002,Guyana,2020-02-07,0.0
3003,Haiti,2020-02-07,0.0
3004,Holy See,2020-02-07,0.0
3005,Honduras,2020-02-07,0.0
3006,Hungary,2020-02-07,0.0
3007,Iceland,2020-02-07,0.0
3008,India,2020-02-07,3.0
3009,Indonesia,2020-02-07,0.0
3010,Iran,2020-02-07,0.0
3011,Iraq,2020-02-07,0.0
3012,Ireland,2020-02-07,0.0
3013,Israel,2020-02-07,0.0
3014,Italy,2020-02-07,3.0
3015,Jamaica,2020-02-07,0.0
3016,Japan,2020-02-07,25.0
3017,Jersey,2020-02-07,0.0
3018,Jordan,2020-02-07,0.0
3019,Kazakhstan,2020-02-07,0.0
3020,Kenya,2020-02-07,0.0
3021,"Korea, South",2020-02-07,24.0
3022,Kosovo,2020-02-07,0.0
3023,Kuwait,2020-02-07,0.0
3024,Kyrgyzstan,2020-02-07,0.0
3025,Latvia,2020-02-07,0.0
3026,Lebanon,2020-02-07,0.0
3027,Liberia,2020-02-07,0.0
3028,Liechtenstein,2020-02-07,0.0
3029,Lithuania,2020-02-07,0.0
3030,Luxembourg,2020-02-07,0.0
3031,Madagascar,2020-02-07,0.0
3032,Malaysia,2020-02-07,12.0
3033,Maldives,2020-02-07,0.0
3034,Malta,2020-02-07,0.0
3035,Martinique,2020-02-07,0.0
3036,Mauritania,2020-02-07,0.0
3037,Mauritius,2020-02-07,0.0
3038,Mayotte,2020-02-07,0.0
3039,Mexico,2020-02-07,0.0
3040,Moldova,2020-02-07,0.0
3041,Monaco,2020-02-07,0.0
3042,Mongolia,2020-02-07,0.0
3043,Montenegro,2020-02-07,0.0
3044,Morocco,2020-02-07,0.0
3045,Mozambique,2020-02-07,0.0
3046,Namibia,2020-02-07,0.0
3047,Nepal,2020-02-07,1.0
3048,Netherlands,2020-02-07,0.0
3049,New Zealand,2020-02-07,0.0
3050,Nicaragua,2020-02-07,0.0
3051,Niger,2020-02-07,0.0
3052,Nigeria,2020-02-07,0.0
3053,North Macedonia,2020-02-07,0.0
3054,Norway,2020-02-07,0.0
3055,Oman,2020-02-07,0.0
3056,Pakistan,2020-02-07,0.0
3057,Panama,2020-02-07,0.0
3058,Papua New Guinea,2020-02-07,0.0
3059,Paraguay,2020-02-07,0.0
3060,Peru,2020-02-07,0.0
3061,Philippines,2020-02-07,3.0
3062,Poland,2020-02-07,0.0
3063,Portugal,2020-02-07,0.0
3064,Puerto Rico,2020-02-07,0.0
3065,Qatar,2020-02-07,0.0
3066,Republic of the Congo,2020-02-07,0.0
3067,Reunion,2020-02-07,0.0
3068,Romania,2020-02-07,0.0
3069,Russia,2020-02-07,2.0
3070,Rwanda,2020-02-07,0.0
3071,Saint Lucia,2020-02-07,0.0
3072,Saint Vincent and the Grenadines,2020-02-07,0.0
3073,San Marino,2020-02-07,0.0
3074,Saudi Arabia,2020-02-07,0.0
3075,Senegal,2020-02-07,0.0
3076,Serbia,2020-02-07,0.0
3077,Seychelles,2020-02-07,0.0
3078,Singapore,2020-02-07,30.0
3079,Slovakia,2020-02-07,0.0
3080,Slovenia,2020-02-07,0.0
3081,Somalia,2020-02-07,0.0
3082,South Africa,2020-02-07,0.0
3083,Spain,2020-02-07,1.0
3084,Sri Lanka,2020-02-07,1.0
3085,Sudan,2020-02-07,0.0
3086,Suriname,2020-02-07,0.0
3087,Sweden,2020-02-07,1.0
3088,Switzerland,2020-02-07,0.0
3089,Syria,2020-02-07,0.0
3090,Taiwan*,2020-02-07,16.0
3091,Tanzania,2020-02-07,0.0
3092,Thailand,2020-02-07,25.0
3093,The Bahamas,2020-02-07,0.0
3094,The Gambia,2020-02-07,0.0
3095,Timor-Leste,2020-02-07,0.0
3096,Togo,2020-02-07,0.0
3097,Trinidad and Tobago,2020-02-07,0.0
3098,Tunisia,2020-02-07,0.0
3099,Turkey,2020-02-07,0.0
3100,US,2020-02-07,11.0
3101,Uganda,2020-02-07,0.0
3102,Ukraine,2020-02-07,0.0
3103,United Arab Emirates,2020-02-07,5.0
3104,United Kingdom,2020-02-07,3.0
3105,Uruguay,2020-02-07,0.0
3106,Uzbekistan,2020-02-07,0.0
3107,Venezuela,2020-02-07,0.0
3108,Vietnam,2020-02-07,10.0
3109,Zambia,2020-02-07,0.0
3110,Zimbabwe,2020-02-07,0.0
3111,Afghanistan,2020-02-08,0.0
3112,Albania,2020-02-08,0.0
3113,Algeria,2020-02-08,0.0
3114,Andorra,2020-02-08,0.0
3115,Angola,2020-02-08,0.0
3116,Antigua and Barbuda,2020-02-08,0.0
3117,Argentina,2020-02-08,0.0
3118,Armenia,2020-02-08,0.0
3119,Australia,2020-02-08,15.0
3120,Austria,2020-02-08,0.0
3121,Azerbaijan,2020-02-08,0.0
3122,"Bahamas, The",2020-02-08,0.0
3123,Bahrain,2020-02-08,0.0
3124,Bangladesh,2020-02-08,0.0
3125,Barbados,2020-02-08,0.0
3126,Belarus,2020-02-08,0.0
3127,Belgium,2020-02-08,1.0
3128,Benin,2020-02-08,0.0
3129,Bhutan,2020-02-08,0.0
3130,Bolivia,2020-02-08,0.0
3131,Bosnia and Herzegovina,2020-02-08,0.0
3132,Brazil,2020-02-08,0.0
3133,Brunei,2020-02-08,0.0
3134,Bulgaria,2020-02-08,0.0
3135,Burkina Faso,2020-02-08,0.0
3136,Cabo Verde,2020-02-08,0.0
3137,Cambodia,2020-02-08,1.0
3138,Cameroon,2020-02-08,0.0
3139,Canada,2020-02-08,7.0
3140,Cape Verde,2020-02-08,0.0
3141,Central African Republic,2020-02-08,0.0
3142,Chad,2020-02-08,0.0
3143,Chile,2020-02-08,0.0
3144,China,2020-02-08,36814.0
3145,Colombia,2020-02-08,0.0
3146,Congo (Brazzaville),2020-02-08,0.0
3147,Congo (Kinshasa),2020-02-08,0.0
3148,Costa Rica,2020-02-08,0.0
3149,Cote d'Ivoire,2020-02-08,0.0
3150,Croatia,2020-02-08,0.0
3151,Cruise Ship,2020-02-08,61.0
3152,Cuba,2020-02-08,0.0
3153,Cyprus,2020-02-08,0.0
3154,Czechia,2020-02-08,0.0
3155,Denmark,2020-02-08,0.0
3156,Djibouti,2020-02-08,0.0
3157,Dominica,2020-02-08,0.0
3158,Dominican Republic,2020-02-08,0.0
3159,East Timor,2020-02-08,0.0
3160,Ecuador,2020-02-08,0.0
3161,Egypt,2020-02-08,0.0
3162,El Salvador,2020-02-08,0.0
3163,Equatorial Guinea,2020-02-08,0.0
3164,Eritrea,2020-02-08,0.0
3165,Estonia,2020-02-08,0.0
3166,Eswatini,2020-02-08,0.0
3167,Ethiopia,2020-02-08,0.0
3168,Fiji,2020-02-08,0.0
3169,Finland,2020-02-08,1.0
3170,France,2020-02-08,11.0
3171,French Guiana,2020-02-08,0.0
3172,Gabon,2020-02-08,0.0
3173,"Gambia, The",2020-02-08,0.0
3174,Georgia,2020-02-08,0.0
3175,Germany,2020-02-08,13.0
3176,Ghana,2020-02-08,0.0
3177,Greece,2020-02-08,0.0
3178,Greenland,2020-02-08,0.0
3179,Grenada,2020-02-08,0.0
3180,Guadeloupe,2020-02-08,0.0
3181,Guam,2020-02-08,0.0
3182,Guatemala,2020-02-08,0.0
3183,Guernsey,2020-02-08,0.0
3184,Guinea,2020-02-08,0.0
3185,Guyana,2020-02-08,0.0
3186,Haiti,2020-02-08,0.0
3187,Holy See,2020-02-08,0.0
3188,Honduras,2020-02-08,0.0
3189,Hungary,2020-02-08,0.0
3190,Iceland,2020-02-08,0.0
3191,India,2020-02-08,3.0
3192,Indonesia,2020-02-08,0.0
3193,Iran,2020-02-08,0.0
3194,Iraq,2020-02-08,0.0
3195,Ireland,2020-02-08,0.0
3196,Israel,2020-02-08,0.0
3197,Italy,2020-02-08,3.0
3198,Jamaica,2020-02-08,0.0
3199,Japan,2020-02-08,25.0
3200,Jersey,2020-02-08,0.0
3201,Jordan,2020-02-08,0.0
3202,Kazakhstan,2020-02-08,0.0
3203,Kenya,2020-02-08,0.0
3204,"Korea, South",2020-02-08,24.0
3205,Kosovo,2020-02-08,0.0
3206,Kuwait,2020-02-08,0.0
3207,Kyrgyzstan,2020-02-08,0.0
3208,Latvia,2020-02-08,0.0
3209,Lebanon,2020-02-08,0.0
3210,Liberia,2020-02-08,0.0
3211,Liechtenstein,2020-02-08,0.0
3212,Lithuania,2020-02-08,0.0
3213,Luxembourg,2020-02-08,0.0
3214,Madagascar,2020-02-08,0.0
3215,Malaysia,2020-02-08,16.0
3216,Maldives,2020-02-08,0.0
3217,Malta,2020-02-08,0.0
3218,Martinique,2020-02-08,0.0
3219,Mauritania,2020-02-08,0.0
3220,Mauritius,2020-02-08,0.0
3221,Mayotte,2020-02-08,0.0
3222,Mexico,2020-02-08,0.0
3223,Moldova,2020-02-08,0.0
3224,Monaco,2020-02-08,0.0
3225,Mongolia,2020-02-08,0.0
3226,Montenegro,2020-02-08,0.0
3227,Morocco,2020-02-08,0.0
3228,Mozambique,2020-02-08,0.0
3229,Namibia,2020-02-08,0.0
3230,Nepal,2020-02-08,1.0
3231,Netherlands,2020-02-08,0.0
3232,New Zealand,2020-02-08,0.0
3233,Nicaragua,2020-02-08,0.0
3234,Niger,2020-02-08,0.0
3235,Nigeria,2020-02-08,0.0
3236,North Macedonia,2020-02-08,0.0
3237,Norway,2020-02-08,0.0
3238,Oman,2020-02-08,0.0
3239,Pakistan,2020-02-08,0.0
3240,Panama,2020-02-08,0.0
3241,Papua New Guinea,2020-02-08,0.0
3242,Paraguay,2020-02-08,0.0
3243,Peru,2020-02-08,0.0
3244,Philippines,2020-02-08,3.0
3245,Poland,2020-02-08,0.0
3246,Portugal,2020-02-08,0.0
3247,Puerto Rico,2020-02-08,0.0
3248,Qatar,2020-02-08,0.0
3249,Republic of the Congo,2020-02-08,0.0
3250,Reunion,2020-02-08,0.0
3251,Romania,2020-02-08,0.0
3252,Russia,2020-02-08,2.0
3253,Rwanda,2020-02-08,0.0
3254,Saint Lucia,2020-02-08,0.0
3255,Saint Vincent and the Grenadines,2020-02-08,0.0
3256,San Marino,2020-02-08,0.0
3257,Saudi Arabia,2020-02-08,0.0
3258,Senegal,2020-02-08,0.0
3259,Serbia,2020-02-08,0.0
3260,Seychelles,2020-02-08,0.0
3261,Singapore,2020-02-08,33.0
3262,Slovakia,2020-02-08,0.0
3263,Slovenia,2020-02-08,0.0
3264,Somalia,2020-02-08,0.0
3265,South Africa,2020-02-08,0.0
3266,Spain,2020-02-08,1.0
3267,Sri Lanka,2020-02-08,1.0
3268,Sudan,2020-02-08,0.0
3269,Suriname,2020-02-08,0.0
